,title
Seasonality and selective trends in viral acute respiratory tract infections q,1
Molecular detection and genomic characteristics of bovine kobuvirus from dairy calves in China,1
Enforced microglial depletion and repopulation as a promising strategy for the treatment of neurological disorders,1
Anvillea garcinii extract inhibits the oxidative burst of primary human neutrophils,1
Treatment with hyperimmune equine immunoglobulin or immunoglobulin fragments completely protects rodents from Ebola virus infection OPEN,1
TR-PIV measurement of exhaled flow using a breathing thermal manikin,1
a section of the journal Frontiers in Microbiology Nucleocytoplasmic transport of nucleocapsid proteins of enveloped RNA viruses,1
The CCR5Δ32 (rs333) polymorphism is not a predisposing factor for severe pandemic influenza in the Brazilian admixed population,1
Binding of HIV-1 gp120 to DC-SIGN Promotes ASK-1-Dependent Activation-Induced Apoptosis of Human Dendritic Cells,1
Amino acid substitutions and an insertion in the spike glycoprotein extend the host range of the murine coronavirus MHV-A59,1
Production of IFN-b during Listeria monocytogenes Infection Is Restricted to Monocyte/Macrophage Lineage,1
DBatVir: the database of bat-associated viruses,1
Approaches for patients with very high MELD scores,1
viruses A Bioinformatics View of Glycan-Virus Interactions,1
"S1 Appendix for ""Role of extracellular matrix and microenvironment in regulation of tumor growth and LAR-mediated invasion in glioblastoma"" The core control system (miR-451-AMPK-mTOR)",1
Characterization and Pathogenicity of the Porcine Deltacoronavirus Isolated in Southwest China,1
Autophagic effects of Chaihu (dried roots of Bupleurum Chinense DC or Bupleurum scorzoneraefolium WILD),1
Nucleocapsid protein-based vaccine provides protection in mice against lethal Crimean- Congo hemorrhagic fever virus challenge,1
Métodos de diagnóstico rápido de las infecciones respiratorias Rapid diagnostic test for respiratory infections,1
Matrix Protein 2 Vaccination,1
Transmission Pathways of Foot-and-Mouth Disease Virus in the United Kingdom,1
"Pharmacokinetic study of luteolin, apigenin, chrysoeriol and diosmetin after oral administration of Flos Chrysanthemi extract in rats bioactive components in Flos Chrysanthemi, and chrysoeriol and diosmetin are two methylated",1
Technoeconomic Modeling of Plant-Based Griffithsin Manufacturing,1
"Serviceberry, a berry fruit with growing interest of industry: Physicochemical and quali-quantitative health-related compound characterisation",1
Review Article,1
"3D QSAR Pharmacophore Modeling, in Silico Screening, and Density Functional Theory (DFT) Approaches for Identification of Human Chymase Inhibitors",1
More targeted use of oseltamivir and in-hospital isolation facilities after implementation of a multifaceted strategy including a rapid molecular diagnostic panel for respiratory viruses in immunocompromised adult patients,1
Punica granatum L. Leaf Extract Attenuates Lung Inflammation in Mice with Acute Lung Injury,1
Respiratory tract infections Infecciones respiratorias,1
Urban fringe land use transitions in Hong Kong: from new towns to new development areas,1
MERS Coronavirus: An Emerging Zoonotic Virus,1
Modulation of nasopharyngeal innate defenses by viral coinfection predisposes individuals to experimental pneumococcal carriage,1
Mobile ECMO team for inter-hospital transportation of patients with ARDS: a retrospective case series,1
Structural host-microbiota interaction networks,1
Monitoring Disease Trends using Hospital Traffic Data from High Resolution Satellite Imagery: A Feasibility Study,1
A minor groove binder probe real-time PCR assay for discrimination between type 2-based vaccines and field strains of canine parvovirus,1
"A Multicompartment SIS Stochastic Model with Zonal Ventilation for the Spread of Nosocomial Infections: Detection, Outbreak Management, and Infection Control",1
Implementation of an educational program for nursing students amidst the Ebola virus disease epidemic,1
Methicillin-Resistant Staphylococcus aureus (MRSA) Contamination in Bedside Surfaces of a Hospital Ward and the Potential Effectiveness of Enhanced Disinfection with an Antimicrobial Polymer Surfactant,1
Evaluation of respiratory protection programs and practices in California hospitals H1N1 influenza pandemic,1
Computer simulations of protein-membrane systems,1
a section of the journal Frontiers in Bioengineering and Biotechnology The Quest for Anti-inflammatory and Anti-infective Biomaterials in Clinical Translation,1
Outcome of patients with meticillin-resistant Staphylococcus aureus bacteraemia at an emergency department of a medical centre in Taiwan,1
molecules QSAR-Assisted Virtual Screening of Lead-Like Molecules from Marine and Microbial Natural Sources for Antitumor and Antibiotic Drug Discovery,1
"Process Biochemistry A new chitin-binding lectin from rhizome of Setcreasea purpurea with antifungal, antiviral and apoptosis-inducing activities",1
Mathematical Modeling of the Effectiveness of Facemasks in Reducing the Spread of Novel Influenza A (H1N1),1
Targeting Hsp27/eIF4E interaction with phenazine compound: a promising alternative for castration-resistant prostate cancer treatment,1
Inhibition of canonical WNT signaling attenuates human leiomyoma cell growth,1
Genetic and phylogenetic analyses of the first GIII.2 bovine norovirus in China,1
Clinical Interventions in Aging Dovepress Cost-effectiveness analysis of oral versus intravenous drip infusion of levofloxacin in the treatment of acute lower respiratory tract infection in Chinese elderly patients,1
IFITM3 Polymorphism rs12252-C Restricts Influenza A Viruses,1
Upper respiratory virus detection without parent-reported illness in children is virus-specific,1
A new method to analyze protein sequence similarity using Dynamic Time Warping,1
How much would you be willing to pay for preventing a new dangerous infectious disease: A willingness-to-pay study in medical personnel working in the emergency department,1
Yeast surface display-based microfluidic immunoassay,1
Interferon lambda inhibits dengue virus replication in epithelial cells,1
Probing the impact of nairovirus genomic diversity on viral ovarian tumor domain protease (vOTU) structure and deubiquitinase activity,1
Yeast proteomics and protein microarrays,1
Establishment of a stable CHO cell line with high level expression of recombinant porcine IFN-b,1
Palmitoylation of the feline immunodeficiency virus envelope glycoprotein and its effect on fusion activity and envelope incorporation into virions,1
Isolation and identification of a canine coronavirus strain from giant pandas (Ailuropoda melanoleuca),1
A Crucial Role for Infected-Cell/Antibody Immune Complexes in the Enhancement of Endogenous Antiviral Immunity by Short Passive Immunotherapy,1
Revue générale Toux chronique de l'enfant,1
"Detection of human coronavirus NL63, human metapneumovirus and respiratory syncytial virus in children with respiratory tract infections in south-west Sweden",1
Use of ribavirin in viruses other than hepatitis C. A review of the evidence ଝ,1
"FilmArray, an Automated Nested Multiplex PCR System for Multi-Pathogen Detection: Development and Application to Respiratory Tract Infection an Automated Nested Multiplex PCR System for Multi-Pathogen Detection: Development and Application to",1
Use of dialdehyde starch treated filters for protection against airborne viruses,1
"USE OF REAL-TIME ULTRASONOGRAPHY AS AN ALTERNATIVE METHOD FOR EARLY DETECTION, CONFIRMATION AND EVALUATION OF RAT PREGNANCY",1
The nucleocapsid protein of SARS-associated coronavirus inhibits B23 phosphorylation,1
Mining association rules with multiple minimum supports: a new mining algorithm and a support tuning mechanism,1
Nanodiamond enhances immune responses in mice against recombinant HA/ H7N9 protein,1
"A comparison of smartphones to paper-based questionnaires for routine influenza sentinel surveillance, Kenya, 2011-2012",1
Severe Acute Respiratory Syndrome: Temporal Stability and Geographic Variation in Case-Fatality Rates and Doubling Times,1
Severe Acute Respiratory Syndrome-associated Coronavirus Infection,1
"Aponed Soil Ecology Review Pathogens in livestock waste, their potential for movement through soil and environmental pollution",1
Up-regulation of p21 and TNF-α is mediated in lycorine-induced death of HL-60 cells,1
Antibiotic Prophylaxis in Obstetric Procedures,1
"Exploring diseases/traits and blood proteins causally related to expression of ACE2, the putative receptor of 2019-nCov: A Mendelian Randomization analysis",1
"Epidemiological characteristics of pulmonary tuberculosis in Shandong, China",1
Primary Sequence Domains Required for the Retention of Rotavirus VP7 in the Endoplasmic Reticulum,1
"Design, synthesis and evaluation of a series of acyclic fleximer nucleoside analogues with anti-coronavirus activity",1
Network-based analysis of comorbidities risk during an infection: SARS and HIV case studies,1
Inhibition of viral RNA polymerases by nucleoside and nucleotide analogs: therapeutic applications against positive-strand RNA viruses beyond hepatitis C virus Introduction: the RNA polymerase of HCV as the target for nucleoside analogs,1
Brefeldin A inhibits the antiviral action of interferon against encephalomyocarditis virus,1
Adaptation in protein fitness landscapes is facilitated by indirect paths,1
"Low prevalence of equine coronavirus in foals in the largest thoroughbred horse breeding region of Japan, 2012-2014",1
Mucosal Immunization Induces a Higher Level of Lasting Neutralizing Antibody Response in Mice by a Replication-Competent Smallpox Vaccine: Vaccinia Tiantan Strain,1
"Baculovirus surface-displayed hemagglutinin of H5N1 influenza virus sustains its authentic cleavage, hemagglutination activity, and antigenicity",1
Molecular Sciences Review Focus on Translation Initiation of the HIV-1 mRNAs,1
"Acute lower respiratory infections on lung sequelae in Cambodia, a neglected disease in highly tuberculosis-endemic country",1
Myelination by oligodendrocytes isolated from 4-6-week-old rat central nervous system and transplanted into newborn shiverer brain,1
Polyphyletic origin of MERS coronaviruses and isolation of a novel clade A strain from dromedary camels in the United Arab Emirates,1
Anticipating the emergence of infectious diseases,1
Postnatal Persistent Infection with Classical Swine Fever Virus and Its Immunological Implications,1
"European bat lyssaviruses: Distribution, prevalence and implications for conservation",1
The pandemic influenza planning process in Ontario acute care hospitals,1
Pathological and ultrastructural analysis of surgical lung biopsies in patients with swine-origin influenza type A/H1N1 and acute respiratory failure,1
Dissecting genetic and sex-specific host heterogeneity in pathogen transmission 1 potential 2 3 4,1
Original Article Coxsackievirus B3 Infection Triggers Autophagy through 3 Pathways of Endoplasmic Reticulum Stress *,1
